sound,distance,visibility,alarm
24.19862988543537,6.6345613443541165,116182,0.29945573959140004
0.3986117537758588,9.320521667538246,35130,0.16430436489047862
7.85032631758709,7.889676630560356,100325,0.2709893237608562
22.465500687692554,7.73880084934456,59180,0.32271354624654
31.681222744857024,7.115721165333685,35329,0.2543864682489005
4.604884713813159,8.235408428842202,23790,0.054131503123860114
22.380051467305677,9.805301607870295,82599,0.13933378295658827
30.114819195487147,8.0312678725548,69274,0.08909878193278314
20.528617464926946,7.726356925638338,92788,0.03496892312866218
23.682824622413282,9.843722594110812,46838,0.024676427876373197
16.55113030448328,7.924166581603538,28665,0.12116150216013005
21.131811018171554,9.677914659722962,6204,0.3975003067406205
33.52464158470341,7.581236946788423,22354,0.09166995141677436
23.458502243242524,6.735194891223395,94199,0.12926944878426477
18.908178678864537,9.180150238135061,22571,0.35152645832869717
4.438761409262749,8.726977757257044,64497,0.4820302140542884
27.237159081175424,8.49678224208163,111930,0.17804438276753065
3.144785596668825,8.795306555172557,17492,0.07902356190773774
5.98819745567233,7.377577495843083,74038,0.4733531963808086
17.980842575268788,6.293850243182215,124826,0.020638346905017924
0.6246574969869728,7.904133284862331,96404,0.4195314962872002
25.884323476228275,8.934829712957026,80261,0.3057156130553151
30.509671439995255,8.651577106463122,128124,0.21604377855990187
31.44249715618613,6.338824674417435,129834,0.41018234826937344
4.717969018833312,7.83582700536981,63167,0.06476212109476104
33.04373319251362,7.89902198062609,54417,0.4259373634328407
2.4194234223234226,9.192211843183067,129509,0.1863278658201824
17.19078382247816,7.082600012255199,60746,0.028627953853609334
14.523513667665629,6.470122386850067,56470,0.37376781577802204
14.568856053589677,7.572478006617306,104485,0.4215664515606093
13.768013632094789,7.752627069391776,126318,0.29140091409281177
9.647642986692562,7.8817929052557805,92084,0.0313882450923208
5.227684329784804,6.95746270510804,101091,0.42950127484505896
26.103461922869023,6.210933528516188,37480,0.12933744166304173
10.58556653004597,7.794523423809958,99270,0.4845570855434438
29.591894098835592,8.532286598385504,26481,0.004475519733185718
14.19807895854157,6.062340138984415,52801,0.20960551530005067
30.834301199438656,6.505810117403656,5070,0.23948398157078443
